BoxID,Processor,Weight
568,51,791648825
569,49,823567222
570,58,860818569
571,59,913528220
572,115,831529773
573,113,818839176
574,120,903846218
575,122,832886151
576,160,905607481
577,162,838504346
578,169,833429960
579,170,833215733
580,226,879142416
581,224,780636751
582,235,845490900
583,232,938527745
584,161,835968599
585,163,903154234
586,168,850514515
587,170,879101519
588,225,791736384
589,225,809017267
590,234,862752872
591,234,879032037
592,161,864945297
593,162,830883391
594,169,822159045
595,168,849553174
596,224,824584768
597,227,884290653
598,235,943281457
599,233,829975628
600,163,786198412
601,163,832470724
602,171,867669004
603,169,874325466
604,224,853535940
605,226,882148911
606,234,831610052
607,235,817823168
608,176,799226673
609,176,809549424
610,186,847773182
611,187,829449608
612,240,887037740
613,243,900582652
614,249,849408658
615,250,854761447
616,177,858191591
617,178,899344810
618,185,912820890
619,184,833863541
620,241,874110162
621,241,820795585
622,249,857967579
623,248,810302978
624,179,826533817
625,176,777817454
626,185,815789292
627,187,750056337
628,241,864423077
629,240,849986703
630,248,818263972
631,250,865374836
632,177,873047904
633,177,878854482
634,184,879449929
635,186,781911375
636,242,866888308
637,240,835278258
638,251,865455279
639,250,852212355
640,33,918040414
641,32,919664582
642,41,867469907
643,43,882685659
644,99,856900778
645,96,886432057
646,105,826254459
647,107,817497478
648,33,835962105
649,34,817458828
650,41,856464308
651,41,812542499
652,98,872806132
653,96,813631228
654,104,876232653
655,106,827328159
656,34,850054243
657,34,934128150
658,40,872403111
659,40,858995806
660,99,765829756
661,96,876362197
662,104,842947043
663,107,876662849
664,34,836657670
665,38,850581541
666,40,819802227
667,44,843074121
668,98,789884964
669,100,838349115
670,107,908015231
671,110,900449709
672,48,882422625
673,49,872262270
674,58,888263394
675,59,798481755
676,115,774875056
677,114,872336862
678,120,827149617
679,121,888169729
680,48,839420003
681,51,851583880
682,59,854269628
683,56,915797461
684,115,914086521
685,113,887151718
686,122,881462554
687,120,866682881
688,48,822474818
689,51,895680798
690,58,844402862
691,56,882454332
692,115,847603771
693,112,884860883
694,121,838199552
695,122,873086026
696,50,828443621
697,52,858519017
698,57,920509541
699,62,894023826
700,113,845023689
701,117,888463763
702,121,868996669
703,124,913595933
704,162,912562362
705,161,825210048
706,171,836615186
707,168,832988075
708,225,962914569
709,224,960442979
710,234,899189510
711,233,918895978
712,160,871695812
713,163,892297164
714,170,805778308
715,171,803619712
716,226,831057746
717,227,834294896
718,232,876643653
719,232,836869581
720,160,821616086
721,160,835543439
722,170,891196778
723,169,894814380
724,227,796787248
725,227,871089128
726,233,877560409
727,235,863760976
728,161,907348635
729,166,902208965
730,171,901129640
731,173,862561781
732,226,794373604
733,225,852338025
734,232,827831127
735,233,850302993
736,178,845598438
737,178,851914007
738,187,905551729
739,184,820773649
740,243,789950372
741,240,885517150
742,249,906880678
743,248,810635927
744,178,860515399
745,176,810375700
746,187,900383999
747,186,919525248
748,243,871769436
749,242,838463058
750,248,831373376
751,251,836847128
752,179,886156642
753,179,886280975
754,185,849569260
755,184,911151935
756,241,890355687
757,243,859400108
758,248,831252160
759,249,855461439
760,177,855378955
761,176,810138432
762,185,862542471
763,186,862536599
764,242,941919198
765,242,777489447
766,251,914434139
767,251,837822879
768,37,819005271
769,39,884471509
770,46,866564645
771,44,884298543
772,101,901052111
773,102,847620580
774,111,836675105
775,110,850281699
776,38,803552705
777,36,888555716
778,47,796449362
779,44,863740176
780,102,867245532
781,103,904329806
782,111,868891242
783,111,797902155
784,39,904441093
785,36,888379769
786,45,884260607
787,47,881954581
788,100,794521108
789,102,893072741
790,110,818899934
791,108,823862350
792,37,862090733
793,37,855046846
794,47,910506126
795,45,910466329
796,101,832603903
797,103,824077672
798,109,822542749
799,109,831336355
800,52,848218362
801,52,969609512
802,61,869862216
803,61,817427493
804,116,943976264
805,116,818725077
806,126,805557015
807,127,891084991
808,53,904163497
809,54,850113323
810,62,865068374
811,63,859150593
812,117,848163486
813,116,847733034
814,124,851587837
815,126,885457365
816,53,828694954
817,54,868033901
818,63,901680472
819,62,800814115
820,119,787259510
821,118,851263156
822,125,896481793
823,127,850943181
824,55,890638893
825,55,853420808
826,60,902423779
827,61,850570186
828,117,833010185
829,119,884725223
830,124,835383393
831,125,808095199
832,165,847398247
833,165,895830913
834,172,907657981
835,175,860634090
836,231,769462688
837,228,1000000001
838,239,920891022
839,238,809950444
840,164,841927731
841,164,841527757
842,173,910758637
843,175,783595036
844,231,838223422
845,231,914899733
846,238,880541146
847,237,905541797
848,165,835126947
849,167,913507925
850,174,853384549
851,175,912357454
852,230,838715707
853,230,876936213
854,239,817213170
855,237,866751451
856,167,821605681
857,165,913370173
858,173,826466176
859,174,843881178
860,228,846199856
861,229,862856684
862,238,862554396
863,239,842449509
864,183,843812343
865,182,838431485
866,188,822749836
867,189,868568804
868,245,870912089
869,246,892253073
870,254,899635945
871,252,841184706
872,180,935966956
873,183,870466442
874,188,932874430
875,190,939090972
876,246,812804197
877,244,898294061
878,253,812116761
879,252,845971263
880,182,876630181
881,181,918704647
882,190,864333850
883,190,827299470
884,247,861361712
885,244,855051250
886,254,782040354
887,252,816723173
888,182,891194639
889,183,919304000
890,189,856888182
891,191,837604328
892,244,873369558
893,244,843375583
894,255,841308763
895,255,788730023
896,39,774027730
897,38,909221159
898,44,892069040
899,45,823259816
900,103,859265921
901,100,855846310
902,109,856838056
903,110,830465846
904,36,818955497
905,38,872214300
906,45,849246993
907,46,863527456
908,101,859917254
909,103,844796968
910,108,879121620
911,108,832767929
912,36,852614835
913,39,847252330
914,46,814235746
915,46,919783616
916,102,825750881
917,100,974006442
918,109,891779112
919,108,867711983
920,37,909549666
921,41,902601413
922,47,857469239
923,50,956108047
924,101,846484933
925,105,886091995
926,111,877321628
927,114,882314531
928,55,871129888
929,53,851364153
930,60,857115612
931,63,841762550
932,119,936740065
933,119,839933639
934,124,830026638
935,126,884223887
936,54,911525824
937,53,868557309
938,62,842911688
939,60,810658337
940,118,888685875
941,118,826415177
942,125,850000907
943,125,855675017
944,54,820600493
945,55,831629070
946,61,869374842
947,60,842192870
948,116,865058008
949,117,901035606
950,127,860925404
951,126,833187514
952,52,812451463
953,56,842292990
954,63,767336069
955,64,852583553
956,118,899059018
957,122,888208185
958,127,801675102
959,130,897403595
960,167,856952379
961,164,885653491
962,172,822547612
963,173,810300314
964,228,834288075
965,228,764292065
966,237,885854449
967,237,809058937
968,166,834392908
969,164,924919417
970,175,842497626
971,174,794916140
972,229,809718518
973,230,824727414
974,238,911287127
975,236,807683833
976,166,853647809
977,167,889202448
978,172,809647591
979,172,873450596
980,231,864196656
981,230,878481984
982,236,901959642
983,236,888384744
984,166,901340546
985,168,901646526
986,174,913080634
987,179,852191381
988,229,918397055
989,229,835372596
990,236,875107479
991,239,876053442
992,181,872403898
993,180,845817542
994,189,832978122
995,190,856590838
996,246,851686449
997,246,892375596
998,255,942360413
999,252,913749793
1000,181,839545485
1001,181,832033205
1002,191,921305326
1003,191,914172525
1004,247,851585331
1005,247,939459343
1006,253,837119678
1007,254,880588803
1008,180,835032411
1009,180,846136903
1010,191,758785518
1011,188,853009023
1012,245,854667842
1013,245,909318467
1014,254,828745368
1015,253,845244984
1016,182,846102208
1017,183,802161768
1018,188,884385288
1019,189,933875162
1020,245,827042228
1021,250,885383413
1022,255,817565070
1023,253,918659723
1024,258,863601812
1025,256,816773859
1026,267,844865775
1027,266,854435754
1028,316,820376627
1029,321,835522449
1030,330,858223522
1031,331,779148527
1032,259,862054472
1033,259,875691812
1034,265,846955269
1035,267,792105936
1036,322,794988193
1037,320,877267657
1038,330,883261218
1039,331,880023259
1040,257,927064804
1041,258,826786805
1042,266,884799829
1043,264,876765949
1044,323,830983999
1045,322,889457842
1046,329,885563040
1047,328,938012727
1048,257,830265663
1049,259,890990714
1050,266,814969137
1051,267,923027810
1052,320,838215337
1053,322,894528296
1054,329,890033775
1055,328,882978433
1056,272,838740897
1057,275,844136345
1058,282,796448596
1059,282,870905176
1060,336,856080347
1061,338,801457049
1062,345,846538741
1063,344,841126176
1064,273,841265939
1065,273,882179399
1066,283,817333703
1067,283,837304509
1068,339,943579062
1069,337,881458281
1070,345,906759655
1071,345,802149410
1072,273,830032901
1073,275,865471378
1074,280,809081261
1075,283,770091099
1076,337,885602521
1077,336,902406942
1078,346,942052988
1079,346,842045228
1080,275,854105035
1081,272,793596025
1082,281,819108164
1083,283,900469885
1084,337,812221212
1085,339,858303777
1086,346,812511706
1087,344,849804717
1088,385,879723849
1089,387,827971336
1090,392,860405258
1091,393,884036298
1092,451,809378182
1093,448,910145565
1094,458,892271465
1095,457,808337946
1096,387,850013428
1097,384,799762642
1098,394,883498536
1099,392,947134824
1100,451,954567338
1101,451,881557305
1102,456,823011075
1103,459,778246280
1104,386,792274878
1105,387,766025527
1106,393,845572873
1107,393,864139432
1108,450,840917646
1109,448,894221873
1110,457,871305314
1111,459,930173222
1112,386,849585092
1113,384,880245786
1114,395,893878982
1115,392,865533696
1116,450,933157072
1117,449,864991776
1118,457,840160260
1119,459,833030044
1120,401,877117524
1121,402,907099139
1122,409,861742272
1123,408,869709647
1124,464,847087227
1125,465,812580912
1126,474,818685900
1127,472,875274660
1128,403,875053323
1129,403,978989300
1130,410,859410478
1131,411,858523248
1132,465,841291333
1133,464,923669510
1134,472,903546568
1135,475,901058030
1136,400,825687175
1137,401,882412255
1138,408,827631398
1139,410,870174398
1140,464,819616746
1141,467,689677011
1142,475,798631221
1143,473,860719580
1144,403,839977614
1145,400,875721906
1146,411,882938099
1147,409,803289671
1148,465,872228798
1149,466,801329341
1150,473,918585740
1151,474,827866820
1152,259,831924719
1153,256,846837274
1154,265,865447521
1155,264,890933594
1156,321,876948509
1157,323,871108819
1158,329,877088475
1159,329,838099676
1160,258,930279910
1161,256,954222009
1162,264,849589084
1163,265,910246659
1164,320,913334611
1165,320,826301236
1166,330,842107763
1167,331,848057190
1168,257,854196535
1169,256,863094160
1170,265,812398316
1171,264,824881761
1172,321,917743563
1173,321,815215825
1174,328,824430419
1175,328,857179288
1176,258,854300333
1177,257,866874834
1178,266,879801765
1179,267,854909402
1180,322,860125239
1181,323,948784766
1182,330,892340278
1183,331,953437569
1184,274,814131235
1185,275,832482686
1186,280,835483176
1187,280,841167555
1188,338,859553289
1189,337,849215643
1190,346,786321740
1191,344,809410765
1192,273,853860804
1193,274,892606906
1194,282,830119249
1195,281,852161776
1196,339,828788100
1197,339,769651822
1198,347,833125099
1199,347,870042211
1200,272,847842059
1201,272,976772914
1202,280,860598125
1203,281,859735797
1204,338,904873444
1205,338,858132004
1206,345,829169057
1207,347,881671645
1208,274,841037426
1209,274,849047405
1210,282,838828668
1211,281,810117603
1212,336,808666128
1213,336,863756487
1214,344,887638526
1215,347,793915838
1216,386,856968171
1217,385,795462532
1218,393,884817764
1219,395,825836886
1220,450,908848572
1221,449,958981279
1222,457,911666224
1223,458,811716655
1224,384,882638270
1225,385,835324317
1226,395,877635363
1227,394,830845574
1228,448,910553639
1229,449,899615771
1230,456,841368329
1231,458,847635861
1232,387,939921768
1233,384,845184442
1234,392,825514367
1235,395,862194443
1236,448,857300229
1237,450,883350080
1238,458,878933640
1239,456,875529338
1240,386,902865390
1241,385,894134966
1242,394,888874871
1243,394,860862614
1244,451,902874417
1245,455,847190957
1246,456,897572996
1247,463,744223694
1248,401,874452400
1249,402,791092865
1250,410,873308506
1251,408,879979188
1252,466,903590402
1253,465,878069870
1254,472,861413611
1255,474,895135037
1256,400,844381499
1257,400,925366078
1258,409,912394509
1259,411,793777077
1260,466,860695745
1261,467,895361179
1262,472,810218017
1263,475,889679871
1264,402,864709560
1265,402,877096061
1266,409,828496767
1267,411,861984957
1268,467,865604402
1269,467,839955728
1270,474,898001071
1271,473,871488956
1272,401,826412396
1273,406,887312775
1274,410,802912969
1275,408,847969427
1276,464,814286455
1277,470,934834651
1278,475,849822459
1279,479,825749668
1280,262,795046679
1281,261,826384778
1282,269,888539257
1283,271,822521379
1284,325,824740020
1285,324,836282986
1286,332,857332028
1287,334,847684143
1288,260,871940239
1289,261,905903845
1290,268,870236516
1291,270,911862539
1292,327,851856411
1293,326,852368357
1294,332,951138062
1295,335,890050241
1296,260,810280186
1297,261,864292593
1298,270,873721667
1299,269,859365923
1300,325,922182783
1301,326,936947591
1302,332,823911369
1303,334,884106725
1304,262,895597830
1305,262,841480500
1306,271,824474181
1307,268,815708064
1308,325,842970707
1309,327,798398189
1310,334,884154022
1311,335,881005272
1312,278,838869863
1313,279,816493144
1314,285,817268737
1315,287,869576674
1316,340,847429366
1317,341,873756846
1318,351,761400487
1319,351,858291828
1320,277,840541000
1321,276,884916729
1322,286,861846598
1323,287,829062736
1324,341,828046351
1325,342,790087379
1326,348,867846540
1327,348,867715060
1328,277,815717688
1329,277,876126443
1330,285,859760946
1331,286,887491474
1332,341,854833053
1333,343,813329361
1334,350,888228434
1335,350,838616932
1336,276,814963609
1337,277,893219558
1338,284,811973318
1339,285,868136108
1340,341,891211856
1341,343,890621942
1342,350,795198865
1343,351,901849306
1344,390,853461566
1345,390,928253318
1346,398,889533762
1347,399,879392164
1348,452,872353029
1349,453,851762479
1350,462,840852253
1351,462,901168126
1352,389,821220831
1353,390,814381499
1354,396,934722449
1355,397,900459974
1356,454,849481048
1357,454,860687087
1358,462,828427656
1359,463,876858208
1360,388,922606074
1361,388,867918592
1362,397,918634440
1363,397,883026191
1364,454,817270517
1365,452,886729369
1366,461,835623124
1367,462,776640158
1368,388,824986317
1369,389,879993329
1370,396,857583561
1371,398,936032528
1372,455,923643786
1373,453,827365184
1374,460,797736018
1375,461,901208265
1376,406,819794311
1377,404,827359812
1378,414,883838031
1379,414,872882563
1380,471,903876805
1381,469,889181469
1382,476,819207743
1383,477,820197719
1384,407,849919687
1385,405,847288524
1386,412,934731246
1387,413,880235731
1388,468,812068241
1389,469,862852675
1390,478,806578036
1391,476,814726209
1392,404,827381231
1393,405,872885712
1394,412,866641868
1395,415,856661100
1396,470,847392941
1397,469,886113723
1398,476,775560171
1399,478,885136768
1400,404,790836453
1401,406,851727030
1402,412,853826971
1403,413,850109860
1404,471,877993607
1405,471,859156608
1406,479,847835771
1407,478,843875568
1408,261,821491045
1409,262,871845353
1410,271,888373964
1411,270,819858102
1412,327,927176377
1413,324,835261097
1414,333,857828885
1415,333,872144417
1416,260,851106930
1417,263,753674981
1418,269,889531627
1419,269,817665248
1420,327,866434583
1421,324,921290425
1422,332,869307693
1423,333,830055852
1424,263,875854982
1425,260,885843879
1426,268,875602651
1427,268,901860805
1428,325,877497722
1429,326,819514306
1430,335,857865221
1431,333,926601102
1432,263,878958611
1433,263,856501457
1434,271,898168503
1435,270,847403700
1436,326,854431250
1437,324,879354743
1438,334,862007443
1439,335,848900892
1440,276,840273258
1441,279,874156251
1442,287,842933356
1443,284,867513832
1444,340,933991241
1445,342,830919589
1446,350,860209331
1447,348,840230237
1448,278,941472672
1449,279,790345573
1450,285,895626602
1451,284,936926622
1452,343,882798112
1453,340,808027437
1454,349,806589409
1455,348,822433436
1456,276,892930242
1457,278,848265256
1458,287,894402413
1459,286,871371476
1460,342,868256268
1461,342,953775453
1462,349,868001823
1463,351,835601019
1464,278,795301188
1465,279,939891570
1466,286,818704595
1467,284,841480186
1468,340,870871245
1469,343,849800685
1470,349,866494593
1471,349,846335644
1472,391,905054721
1473,391,874892194
1474,398,864115217
1475,396,856216345
1476,452,853799752
1477,454,912381781
1478,461,837532093
1479,461,774830067
1480,388,838989400
1481,391,852829582
1482,399,736853495
1483,396,893961598
1484,453,886382666
1485,452,833223792
1486,460,846743425
1487,463,879812719
1488,389,849302613
1489,391,795065969
1490,399,893977075
1491,399,929018443
1492,453,878940226
1493,455,857424271
1494,460,892266163
1495,463,825493241
1496,389,903120866
1497,390,850780580
1498,397,826131066
1499,398,837300788
1500,455,810096368
1501,459,862688727
1502,460,830009801
1503,466,827330306
1504,407,866690020
1505,407,906133508
1506,414,860660770
1507,414,850924997
1508,468,875165720
1509,469,842387604
1510,479,891753771
1511,478,905242806
1512,404,807922042
1513,405,852028555
1514,413,875093647
1515,415,931626416
1516,468,954072667
1517,471,818653474
1518,476,812479419
1519,477,870190269
1520,404,781190528
1521,405,892133994
1522,415,866970380
1523,413,866368253
1524,470,877488524
1525,468,845466187
1526,476,824877716
1527,477,854175399
1528,407,831597711
1529,406,897229005
1530,412,838367244
1531,415,775221034
1532,470,817789771
1533,473,790450213
1534,479,870830181
1535,477,904411120
1536,288,878352151
1537,288,828910698
1538,296,916652493
1539,297,875079354
1540,353,880495353
1541,352,798534275
1542,363,874745029
1543,361,951657364
1544,291,792440086
1545,290,891679383
1546,297,860861540
1547,299,870834064
1548,355,907196961
1549,355,875052547
1550,362,912254483
1551,362,903240607
1552,291,856408011
1553,289,829946602
1554,296,870777560
1555,299,855672346
1556,354,821977203
1557,354,869585176
1558,361,821564329
1559,361,877928298
1560,289,889962159
1561,288,840666323
1562,298,807400726
1563,299,908707458
1564,354,802022373
1565,354,924765082
1566,362,859037836
1567,361,846610781
1568,306,906029258
1569,304,910805224
1570,312,830053151
1571,312,879400148
1572,369,820594802
1573,370,876749451
1574,376,822515565
1575,377,885887531
1576,307,890825012
1577,307,862770396
1578,314,851292062
1579,313,871285540
1580,368,811939233
1581,371,778254123
1582,379,810930490
1583,376,859332675
1584,305,889144036
1585,306,815692839
1586,314,878453504
1587,312,880908188
1588,369,800717073
1589,368,830698753
1590,378,893337849
1591,377,843605015
1592,305,805750319
1593,306,861765789
1594,315,841636500
1595,313,845058974
1596,370,792554687
1597,368,898041121
1598,378,862932970
1599,376,890959226
1600,419,898622578
1601,417,921706350
1602,424,793718143
1603,425,858911751
1604,483,927238529
1605,480,936271435
1606,491,895163484
1607,489,832231091
1608,418,894653183
1609,416,818309325
1610,427,893132543
1611,425,901899794
1612,482,930850614
1613,481,828651546
1614,491,780041356
1615,491,899605774
1616,416,834033645
1617,419,903153620
1618,424,835466742
1619,427,888793670
1620,480,828023268
1621,482,864278948
1622,488,832866467
1623,490,830615098
1624,419,861845881
1625,417,881483540
1626,424,971401992
1627,427,818681833
1628,481,845558850
1629,483,834530025
1630,490,774771661
1631,488,799120540
1632,432,852710550
1633,435,867210140
1634,443,936385409
1635,442,830581176
1636,496,883766267
1637,496,884919908
1638,504,838202491
1639,507,845623208
1640,432,817648548
1641,435,883124043
1642,440,870932098
1643,443,872971540
1644,497,863563886
1645,498,840300306
1646,507,819457924
1647,506,893250063
1648,432,875380794
1649,434,842163734
1650,441,889928935
1651,443,798995624
1652,499,936576320
1653,497,908194025
1654,506,823850697
1655,505,882601824
1656,433,902510963
1657,435,747437804
1658,442,931338491
1659,440,914000142
