BoxID,Processor,Weight
1660,498,877357593
1661,497,824592714
1662,504,877917114
1663,505,802127914
1664,290,912702078
1665,289,831402677
1666,298,881211504
1667,298,876557486
1668,353,811220647
1669,352,912740796
1670,363,779030904
1671,360,896014496
1672,289,924228749
1673,290,801720870
1674,296,836981088
1675,297,804790219
1676,355,770585408
1677,353,848613231
1678,360,834119027
1679,363,879648648
1680,291,901753881
1681,288,930894523
1682,299,790918028
1683,296,828575705
1684,352,872359923
1685,353,878282354
1686,362,822097779
1687,360,861268742
1688,290,848824468
1689,291,899547303
1690,298,868609553
1691,297,895963968
1692,355,842643383
1693,352,838179195
1694,363,927676501
1695,360,912957967
1696,304,807624394
1697,307,782933241
1698,314,817106805
1699,315,932249460
1700,371,891518373
1701,370,885607135
1702,378,918038146
1703,379,878432453
1704,304,832689841
1705,305,830617611
1706,312,846551504
1707,313,815205557
1708,371,846546359
1709,371,842974116
1710,377,942027496
1711,377,830144493
1712,306,814600476
1713,305,877971461
1714,315,869107156
1715,313,903066928
1716,368,846416871
1717,369,877427939
1718,379,905000557
1719,376,929298016
1720,307,846438652
1721,304,852934771
1722,314,881465171
1723,315,766189675
1724,370,815480151
1725,369,879294917
1726,378,824818099
1727,379,897420199
1728,417,822695724
1729,416,865174312
1730,424,881280609
1731,425,825421369
1732,483,883243862
1733,480,847269767
1734,488,944474399
1735,490,893034783
1736,418,835128416
1737,418,818624658
1738,427,868297496
1739,426,924176828
1740,481,884239104
1741,482,780703640
1742,489,793970648
1743,489,874102892
1744,417,846950803
1745,418,921241614
1746,426,886986325
1747,426,845192239
1748,482,840213911
1749,480,848814325
1750,490,925012120
1751,489,932085558
1752,416,956016377
1753,421,866433133
1754,426,813807454
1755,431,833532222
1756,481,901728381
1757,485,919948618
1758,491,845377646
1759,488,856640339
1760,434,891128658
1761,435,882015095
1762,440,821346680
1763,443,865573235
1764,496,827662288
1765,499,856205055
1766,505,914664150
1767,505,873881150
1768,433,828057409
1769,432,893499782
1770,441,913734715
1771,441,812399208
1772,498,907988919
1773,499,809143294
1774,504,928428584
1775,507,929520762
1776,434,877873227
1777,433,870214008
1778,441,866644778
1779,440,884509588
1780,496,853073320
1781,499,833297350
1782,506,849355734
1783,507,874567755
1784,433,832660868
1785,439,910598804
1786,442,835590247
1787,446,823196149
1788,497,852566225
1789,498,811701883
1790,506,905124188
1791,510,842527228
1792,294,850153312
1793,295,924221559
1794,301,841350641
1795,300,836453039
1796,358,868188689
1797,356,910222743
1798,367,857847610
1799,366,885846458
1800,294,893545760
1801,293,866341814
1802,303,862582855
1803,302,883067299
1804,356,909474135
1805,358,811459013
1806,367,909593991
1807,364,807451867
1808,294,822592356
1809,295,849531186
1810,302,791764560
1811,300,923710035
1812,359,860997670
1813,357,928337622
1814,364,930721798
1815,365,841889802
1816,295,783646968
1817,292,895268388
1818,303,774008849
1819,302,868789425
1820,357,866660936
1821,357,881298563
1822,366,855003094
1823,365,861094558
1824,311,865350221
1825,308,862678368
1826,319,842643382
1827,318,886374856
1828,374,833859759
1829,373,880669843
1830,381,816304970
1831,380,813169760
1832,309,851923352
1833,310,871918082
1834,319,858192402
1835,316,817777318
1836,372,853041230
1837,372,892886302
1838,383,803331306
1839,382,814444492
1840,309,919060446
1841,310,886262626
1842,317,835136553
1843,319,902218167
1844,372,864105481
1845,374,838584965
1846,381,879754354
1847,381,845758537
1848,311,839898269
1849,309,806837355
1850,318,856138460
1851,319,861491414
1852,373,884429460
1853,375,789939185
1854,381,878268240
1855,383,834547780
1856,422,868713209
1857,423,797276660
1858,429,916838936
1859,431,762720805
1860,485,862518282
1861,487,900791436
1862,493,852178428
1863,493,812994160
1864,420,849825816
1865,421,833491287
1866,428,816314034
1867,428,841056598
1868,484,811673576
1869,487,838087443
1870,495,861888013
1871,494,798493715
1872,421,913131487
1873,420,843134211
1874,431,857826625
1875,430,873828723
1876,484,788734269
1877,485,851415121
1878,495,791935218
1879,492,863242018
1880,422,898463116
1881,423,843997341
1882,430,853488553
1883,430,919550514
1884,486,815184271
1885,487,860899080
1886,495,908531468
1887,493,884075293
1888,439,843812919
1889,437,873488936
1890,445,864141226
1891,445,827933229
1892,502,864009400
1893,501,872336849
1894,511,810126596
1895,510,916827012
1896,439,867404166
1897,437,883379451
1898,445,874540432
1899,446,878414800
1900,501,866730754
1901,503,895750916
1902,508,810940741
1903,508,808785002
1904,436,859670985
1905,436,886308325
1906,445,836118685
1907,446,844444878
1908,502,885757461
1909,501,825375405
1910,508,820854785
1911,511,851734248
1912,438,869478706
1913,436,870300246
1914,447,833801444
1915,444,811103336
1916,502,814385348
1917,500,932407061
1918,508,749715122
1919,509,876425504
1920,292,832365487
1921,293,876152725
1922,301,872218977
1923,302,886770914
1924,359,888480145
1925,358,891224336
1926,364,846245348
1927,366,837637561
1928,292,854628342
1929,293,899516646
1930,301,923925989
1931,300,874484190
1932,359,923259797
1933,359,808910886
1934,364,855807835
1935,367,851577091
1936,294,891865235
1937,295,875770940
1938,303,900140127
1939,301,815771357
1940,358,913104144
1941,357,808247480
1942,367,817349649
1943,365,883222358
1944,292,881328402
1945,293,816400481
1946,303,880830775
1947,300,838221761
1948,356,829465959
1949,356,843607345
1950,366,858037468
1951,365,851623290
1952,310,840188903
1953,311,894540175
1954,316,840681454
1955,317,894310357
1956,373,836301505
1957,374,862005935
1958,380,866941182
1959,383,920293840
1960,308,829303533
1961,308,822552361
1962,317,876232175
1963,317,872693903
1964,373,832020012
1965,375,870632652
1966,382,885414159
1967,380,836212480
1968,310,798764885
1969,308,899746500
1970,316,796220771
1971,316,799987052
1972,375,886295933
1973,375,856434842
1974,382,869568846
1975,383,861690371
1976,311,792273808
1977,309,824813841
1978,318,874321734
1979,318,855248043
1980,374,896799261
1981,372,827588133
1982,380,908064834
1983,382,850446805
1984,423,865686326
1985,420,898357278
1986,428,898956118
1987,429,882700900
1988,484,829342925
1989,486,918337467
1990,493,870459653
1991,492,812839028
1992,420,871042983
1993,421,845831120
1994,429,841503487
1995,431,952604998
1996,484,795731114
1997,486,928254493
1998,494,908626168
1999,492,854237980
2000,422,792522407
2001,423,915985594
2002,428,900817118
2003,429,794216363
2004,486,824155658
2005,485,855310521
2006,494,849877749
2007,492,891188966
2008,422,864801689
2009,425,887994609
2010,430,762014660
2011,434,821269744
2012,487,865987931
2013,484,808020613
2014,494,855493579
2015,495,847663793
2016,438,845341213
2017,439,781072761
2018,447,872180775
2019,446,853310619
2020,500,827152093
2021,503,899434236
2022,509,857317822
2023,510,848016440
2024,438,895388136
2025,436,817636054
2026,444,933330738
2027,444,847695890
2028,502,910314213
2029,500,872074262
2030,508,805884236
2031,511,920212163
2032,437,829474518
2033,438,821960810
2034,447,870620911
2035,447,819096971
2036,500,843792091
2037,503,865669780
2038,509,855442375
2039,509,902972209
2040,437,847146410
2041,442,878923520
2042,444,833662252
2043,449,843351921
2044,501,910953391
2045,504,831737165
2046,511,873319103
2047,510,867593918
