BoxID,Processor,Weight
293,18,467464050
294,22,463795280
295,47,509558848
296,76,519982603
297,98,293482877
298,69,649834471
299,46,756539901
300,50,510258248
301,57,745822364
302,15,597577262
303,106,821395930
304,5,594284568
305,43,733179636
306,43,490547859
307,45,584508358
308,66,365598872
309,0,444308653
310,89,456108073
311,81,345328366
312,7,494542662
313,100,292104281
314,113,265530758
315,79,352387237
316,65,684311562
317,30,414854638
318,57,579799035
319,94,662729073
320,110,540254324
321,48,489070674
322,108,617311471
323,72,607266604
324,87,661390554
325,63,800931805
326,119,145673209
327,11,723829705
328,42,484257143
329,13,712865855
330,49,489860496
331,40,735592675
332,90,810061842
333,17,466231251
334,37,602118226
335,68,612281394
336,14,771652220
337,51,398317300
338,120,941800560
339,93,529775381
340,42,405408127
341,59,689299337
342,109,675534806
343,32,479230663
344,105,548474165
345,65,614477167
346,41,408762079
347,121,450998359
348,46,481875932
349,27,476536780
350,29,416748354
351,35,506042204
352,36,504322188
353,74,514271733
354,102,673467540
355,31,604738701
356,23,561637925
357,89,324963751
358,27,569349658
359,65,516658896
360,26,598047248
361,32,578475938
362,10,493643921
363,48,740927058
364,15,712846512
365,69,649843188
366,107,820920087
367,84,338955204
368,65,367131794
369,52,752212754
370,105,444436573
371,110,672170613
372,56,488194592
373,24,420474452
374,123,449700713
375,37,701644361
376,4,492125437
377,17,427950749
378,20,496660267
379,4,597586985
380,7,437400060
381,45,405696062
382,61,611329559
383,47,400436808
384,23,423154682
385,31,699461343
386,69,516242330
387,34,715748061
388,114,622050932
389,30,478990773
390,126,208587389
391,96,531077562
392,7,591743387
393,93,663291508
394,66,613894999
395,122,543917365
396,3,572235250
397,63,374913663
398,31,415003449
399,93,631005523
400,37,409210470
401,104,534528278
402,97,531410064
403,67,684717349
404,14,432643407
405,70,517779968
406,42,747790772
407,8,494066157
408,48,400868795
409,83,641997859
410,55,574889342
411,101,663837782
412,116,246869570
413,77,680458691
414,22,781095117
415,95,631588445
416,118,619538747
417,95,662265140
418,53,746336371
419,117,623173943
420,73,358086136
421,72,359634851
422,19,717940462
423,111,272649053
424,58,389516634
425,117,666195781
426,45,490513696
427,39,504520970
428,124,831487871
429,2,573891620
430,72,514613743
431,62,374554573
432,66,684336833
433,78,353597288
434,119,933523483
435,103,675709832
436,55,749792790
437,115,543018578
438,54,745468546
439,10,712992767
440,27,759052077
441,125,221244698
442,30,578157199
443,115,250758799
444,41,480425324
445,121,838429074
446,85,331552897
447,122,665670568
448,88,525312130
449,8,713846299
450,106,553664809
451,82,343212689
452,4,439100976
453,94,530384795
454,26,707207365
455,78,651988415
456,71,607810914
457,46,570621633
458,11,586876383
459,16,495403989
460,59,511808288
461,105,117483871
462,122,237623811
463,123,227286693
464,98,532555086
465,64,605598865
466,108,536239080
467,71,515031405
468,116,544516054
469,43,585112380
470,77,353413382
471,20,587667995
472,6,715130239
473,114,666615450
474,37,503858729
475,121,552365300
476,98,664452715
477,18,563847281
478,82,680130296
479,20,426036139
480,125,845445644
481,10,435318189
482,127,549451099
483,91,661652797
484,51,749782397
485,82,523223724
486,56,743839365
487,113,624628514
488,17,562255401
489,13,491677686
490,33,557372970
491,117,544374232
492,127,446657659
493,108,276799849
494,6,494327499
495,5,492308378
496,33,411483146
497,82,615931891
498,103,616253348
499,29,557946298
500,3,438722521
501,110,272233367
502,12,433272586
503,105,1000000001
504,21,708089408
505,3,756457126
506,28,568188654
507,35,704547381
508,67,613563717
509,102,619230130
510,46,405521936
511,21,597684378
